"","originating.agency","incident.number","incident.date","date.agency.went.NIBRS","city","current.population","UCR.county","FIPS.county","incident.hour","UCR.code","completed","multiple.victims","multiple.offenders","type","primary.incident","victim.age","victim.sex","victim.race","victim.ethnicity","victim.residency","offender.age","offender.sex","offender.race","target.harm","target.arrest","victimage.group","offenderage.group","population.group","relationship.group","hour.group","same.race","state.name","division.name","region.name","location.name","loc.group","weapon.name","injury.name","Victim.in.relation","FIPS"
"4643","KS0610000","2W1J0HKVTD1A",20120331,20000101,"MIAMI                         ",16132,61,121,0,100,1,1,1,"SingleVO",1,10,"female","white",NA,"non-resident",49,"male","white",1,NA,"6-10","40-50","Pop <25K","Known","Night",0,"KS","West North Central","Northcentral","Residence/Home","Home","Personal Weapons (hands, feet, teeth, etc.)","None","Otherwise Known","15121"
"4644","MA0092900","HP-QIYZOX5HP",20111107,19970101,"MAYNARD                       ",10168,9,17,10,100,1,1,1,"SingleVO",1,15,"female","white",NA,"non-resident",21,"male","black",1,NA,"11-15","20-30","Pop <25K","Known","Morning",1,"MA","New England","Northeast","Government/Public Building","Other","None/Other","None","Otherwise Known","20017"
"4645","TNMPD0000","BW0H3933WNMF",20120216,20000801,"MEMPHIS                       ",657436,79,157,14,100,1,1,3,"MultOff",0,15,"female","black","not.hispanic","resident",16,"male","black",1,0,"11-15","<20","Pop >500K","Known","Afternoon",0,"TN","East South Central","South","Highway/Road/Alley","Road/transit","Personal Weapons (hands, feet, teeth, etc.)","Apparent Minor Injury","Otherwise Known","41157"
"4646","VA1110000","8N0AIOSCQ2 N",20110831,20000101,"HAMPTON                       ",139078,NA,NA,2,100,1,1,1,"SingleVO",1,2,"male","black","not.hispanic","non-resident",23,"male","black",0,NA,"0-5","20-30","Pop 100-500K","Known","Early",0,"VA","South Atlantic","South","Highway/Road/Alley","Road/transit","Personal Weapons (hands, feet, teeth, etc.)","None","Otherwise Known","45 NA"
"4647","TX1870000","SA1M0OONTD1A",20111117,20110720,"POLK                          ",37492,187,373,17,100,1,1,1,"SingleVO",1,12,"female","white","not.hispanic","resident",43,"male","white",0,NA,"11-15","40-50","Pop 25-100K","Known","Afternoon",0,"TX","West South Central","South","Highway/Road/Alley","Road/transit","None/Other","None","Otherwise Known","42373"
"4648","SC0100800","2W1J0UFPU21A",20120111,19910101,"NORTH CHARLESTON              ",80796,10,19,18,100,0,1,1,"SingleVO",1,10,"male","black","not.hispanic","resident",NA,"male","black",0,NA,"6-10",NA,"Pop 25-100K","Known","Afternoon",0,"SC","South Atlantic","South","Highway/Road/Alley","Road/transit","None/Other","None","Otherwise Known","39019"
"4649","MI8249000","1A1M0U72IX8 ",20110909,19970101,"INKSTER                       ",25350,82,163,23,100,1,1,1,"SingleVO",1,13,"female","black",NA,"resident",30,"male","black",1,0.3,"11-15","20-30","Pop 25-100K","Known","Night",0,"MI","East North Central","Northcentral","Residence/Home","Home",NA,"Other Major Injury","Otherwise Known","21163"
"4650","WA0060300","8T0B0AE-72 N",20120425,20120101,"VANCOUVER                     ",166375,6,11,NA,100,1,1,1,"SingleVO",1,11,"female","white","not.hispanic","resident",47,"male","white",0,0.4,"11-15","40-50","Pop 100-500K","Known",NA,0,"WA","Pacific","West","Highway/Road/Alley","Road/transit",NA,"None","Otherwise Known","46011"
"4651","ID0050100","8N0DKVILVX N",20110709,19920101,"ST. MARIES                    ",2429,5,9,14,100,1,2,3,"MultVO",1,3,"male","white","not.hispanic","resident",41,"female","white",0,NA,"0-5","40-50","Pop <25K","Known","Afternoon",0,"ID","Mountain","West","Residence/Home","Home","None/Other","None","Otherwise Known","11009"
"4652","IA0520100","CA2HP0POJD1A",20120329,19920201,"CORALVILLE                    ",19294,52,103,13,100,0,1,2,"MultOff",0,11,"female","white","not.hispanic","resident",58,"male","white",0,NA,"11-15",">50","Pop <25K","Known","Afternoon",0,"IA","West North Central","Northcentral","Residence/Home","Home","Personal Weapons (hands, feet, teeth, etc.)","None","Otherwise Known","14103"
"4653","MI1630900","3L2JW2OZL72C",20120216,19950101,"CHEBOYGAN                     ",4830,16,31,12,100,0,2,2,"MultVO",0,12,"female","white",NA,"resident",30,"female","white",0,NA,"11-15","20-30","Pop <25K","Known","Morning",0,"MI","East North Central","Northcentral","Residence/Home","Home","None/Other","None","Otherwise Known","21031"
"4654","OHCLP0000","2W1M0UHP8CTI",20111003,20030101,"CLEVELAND                     ",397106,18,35,13,100,1,1,1,"SingleVO",1,0.1,"female","black",NA,"resident",18,"male","black",0,NA,"0-5","<20","Pop 100-500K","Known","Afternoon",0,"OH","East North Central","Northcentral","School--elementary/secondary","School","Personal Weapons (hands, feet, teeth, etc.)","None","Otherwise Known","34035"
"4655","OHCLP0000","2W1H0UHU76KX",20101219,20030101,"CLEVELAND                     ",426042,18,35,14,100,1,1,1,"SingleVO",1,9,"female","black",NA,"resident",30,"male","black",1,0,"6-10","20-30","Pop 100-500K","Known","Afternoon",0,"OH","East North Central","Northcentral","Residence/Home","Home","Personal Weapons (hands, feet, teeth, etc.)","None","Otherwise Known","34035"
"4656","LA0030000","2W1J0U729YXO",20120112,20030101,"ASCENSION                     ",100540,3,5,6,100,0,1,1,"SingleVO",1,13,"female","white","not.hispanic","resident",35,"male","white",0,0,"11-15","30-40","Pop 100-500K","Known","Early",0,"LA","West South Central","South","Highway/Road/Alley","Road/transit","None/Other","None","Otherwise Known","17005"
"4657","OHCLP0000","2W1M0UHLIGBO",20111129,20030101,"CLEVELAND                     ",397106,18,35,0,100,0,1,3,"MultOff",1,13,"female","black","not.hispanic","resident",18,"male","black",1,NA,"11-15","<20","Pop 100-500K","Known","Night",0,"OH","East North Central","Northcentral","Residence/Home","Home","Personal Weapons (hands, feet, teeth, etc.)","None","Otherwise Known","34035"
"4658","SC0080300","5F1U-0HOZRVS",20120211,19910101,"GOOSE CREEK                   ",37382,8,15,15,100,0,1,2,"MultOff",0,9,"female","white","not.hispanic","resident",NA,"male","black",0,NA,"6-10",NA,"Pop 25-100K","Known","Afternoon",1,"SC","South Atlantic","South","Park/playground","Park/outdoor","Personal Weapons (hands, feet, teeth, etc.)","None","Otherwise Known","39015"
"4659","OH0131700","ML0I-VZC72 N",20101211,20030901,"PIERCE TOWNSHIP               ",11189,13,25,16,100,1,1,2,"MultOff",0,5,"male","white",NA,"resident",5,"male","white",0,NA,"0-5","<20","Pop <25K","Known","Afternoon",0,"OH","East North Central","Northcentral","Parking Lot/Garage","Shopping","None/Other","None","Otherwise Known","34025"
"4660","TN0820200","18-H4580SD1A",20121226,19970701,"KINGSPORT                     ",46771,82,163,19,100,1,1,2,"MultOff",0,4,"female","white","not.hispanic","non-resident",27,"male","white",0,9.7,"0-5","20-30","Pop 25-100K","Known","Night",0,"TN","East South Central","South","Residence/Home","Home","None/Other","None","Otherwise Known","41163"
"4661","NH0011000","HZ-7-AZOX5HP",20100406,20030101,"GILFORD                       ",7427,1,1,12,100,1,1,1,"SingleVO",1,14,"male","white","not.hispanic","non-resident",34,"female","white",0,11.7,"11-15","30-40","Pop <25K","Known","Morning",0,"NH","New England","Northeast","Residence/Home","Home","Personal Weapons (hands, feet, teeth, etc.)","None","Otherwise Known","28001"
"4662","IDISP0000","MA2HP07N9D1A",20120321,20040301,"IDAHO STATE POLICE            ",0,NA,NA,13,100,1,1,1,"SingleVO",1,15,"female",NA,NA,"non-resident",19,"male",NA,0,NA,"11-15","<20",NA,"Known","Afternoon",NA,"ID","Mountain","West","Highway/Road/Alley","Road/transit","None/Other","None","Otherwise Known","11 NA"
"4663","NH0064600","18-UK4X0HR7A",20120521,20050101,"NASHUA                        ",86870,6,11,23,100,1,3,2,"MultVO",1,15,"female","white","hispanic","resident",22,"male","white",0,14,"11-15","20-30","Pop 25-100K","Known","Night",0,"NH","New England","Northeast","Residence/Home","Home","None/Other","None","Otherwise Known","28011"
"4664","AR0040400","1W-HP-80HG1A",20100322,20030101,"PEA RIDGE                     ",5098,4,7,15,100,1,1,1,"SingleVO",1,13,"male","white","not.hispanic","resident",53,"female","white",0,NA,"11-15",">50","Pop <25K","Known","Afternoon",0,"AR","West South Central","South","Residence/Home","Home","None/Other","Apparent Minor Injury","Otherwise Known","03007"
"4665","VA1170000","1A0Z4-F36C0W",20110415,19990801,"NORFOLK                       ",245704,NA,NA,12,100,1,1,1,"SingleVO",1,0.5,"male","black","not.hispanic","resident",20,"female","black",0,0.7,"0-5","<20","Pop 100-500K","Known","Morning",0,"VA","South Atlantic","South","Residence/Home","Home","None/Other","None","Otherwise Known","45 NA"
"4666","OH0571400","0A1H0U7V671A",20100303,20050601,"HUBER HEIGHTS                 ",36470,57,113,19,100,1,2,1,"MultVic",0,14,"female","black",NA,"resident",16,"male","black",1,0.1,"11-15","<20","Pop 25-100K","Known","Night",0,"OH","East North Central","Northcentral","Residence/Home","Home","None/Other","Apparent Minor Injury","Otherwise Known","34113"
"4667","OH0750100","72-ID4S6PU72",20110614,20080101,"SIDNEY                        ",21245,75,149,8,100,1,2,1,"MultVic",0,13,"female","white","not.hispanic","resident",47,"male","white",1,NA,"11-15","40-50","Pop <25K","Known","Morning",0,"OH","East North Central","Northcentral","Residence/Home","Home","None/Other","None","Otherwise Known","34149"
"4668","VA0800300","2W1H0U7 U40O",20100722,19981001,"ROANOKE COUNTY PD             ",84031,81,161,13,100,1,1,1,"SingleVO",1,7,"female","white","not.hispanic","resident",29,"male","white",0,NA,"6-10","20-30","Pop 25-100K","Known","Afternoon",0,"VA","South Atlantic","South","Residence/Home","Home","Personal Weapons (hands, feet, teeth, etc.)","None","Otherwise Known","45161"
"4669","MI3392600","720IJ4RVTM6S",20111201,20000101,"MERIDIAN TOWNSHIP             ",39658,33,65,14,100,1,1,2,"MultOff",0,5,"male",NA,NA,NA,30,"female","white",0,NA,"0-5","20-30","Pop 25-100K","Known","Afternoon",NA,"MI","East North Central","Northcentral","School--elementary/secondary","School","None/Other","None","Otherwise Known","21065"
"4670","OH0502200","86-4IVP 728N",20121222,19980701,"POLAND TOWNSHIP               ",12327,50,99,18,100,1,3,1,"MultVic",0,13,"female","white",NA,NA,46,"male","white",0,NA,"11-15","40-50","Pop <25K","Known","Afternoon",0,"OH","East North Central","Northcentral","Residence/Home","Home","None/Other","None","Otherwise Known","34099"
"4671","KS0960100","8TCUKE5R7 8N",20120901,20000101,"WELLINGTON                    ",8098,96,191,17,100,1,1,3,"MultOff",0,14,"female","white","not.hispanic","resident",49,"male","white",0,0.1,"11-15","40-50","Pop <25K","Known","Afternoon",0,"KS","West North Central","Northcentral","Residence/Home","Home",NA,"None","Otherwise Known","15191"
"4672","VT0040100","2W1H0U7Z8N6D",20100726,19990101,"BURLINGTON                    ",38699,4,7,9,100,1,1,1,"SingleVO",1,15,"female","white",NA,"resident",25,"male","white",1,NA,"11-15","20-30","Pop 25-100K","Known","Morning",0,"VT","New England","Northeast","Residence/Home","Home","None/Other","None","Otherwise Known","44007"
"4673","MA0120300","VF-UW8H-QTVS",20100530,20020901,"BROCKTON                      ",92383,12,23,4,100,1,1,1,"SingleVO",1,15,"female",NA,NA,"non-resident",39,"male","white",1,0,"11-15","30-40","Pop 25-100K","Known","Early",NA,"MA","New England","Northeast","Residence/Home","Home","Personal Weapons (hands, feet, teeth, etc.)","Apparent Minor Injury","Otherwise Known","20023"
"4674","WA0270300","8T0DYOSV-2 N",20120319,20070101,"TACOMA                        ",202646,27,53,16,100,1,3,3,"MultVO",0,NA,"male","white","not.hispanic","non-resident",44,"male","white",1,0,NA,"40-50","Pop 100-500K","Known","Afternoon",0,"WA","Pacific","West","Residence/Home","Home","Personal Weapons (hands, feet, teeth, etc.)","None","Otherwise Known","46053"
"4675","OK0721000","5F1T-2AGHRVS",20110624,20110401,"OWASSO                        ",26583,72,143,11,100,1,1,1,"SingleVO",1,15,"female","black",NA,"resident",34,"female","black",0,NA,"11-15","30-40","Pop 25-100K","Known","Morning",0,"OK","West South Central","South","Residence/Home","Home","None/Other","None","Otherwise Known","35143"
"4676","WA0270300","8T0DYOSV-2 N",20120319,20070101,"TACOMA                        ",202646,27,53,16,100,1,3,3,"MultVO",0,NA,"male","white","not.hispanic","non-resident",52,"male","white",1,0,NA,">50","Pop 100-500K","Known","Afternoon",0,"WA","Pacific","West","Residence/Home","Home","Personal Weapons (hands, feet, teeth, etc.)","None","Otherwise Known","46053"
"4677","OHCLP0000","2W1M0UOUUN24",20110914,20030101,"CLEVELAND                     ",397106,18,35,17,100,1,1,2,"MultOff",0,14,"male","black","not.hispanic","resident",26,"male","black",0,0,"11-15","20-30","Pop 100-500K","Known","Afternoon",0,"OH","East North Central","Northcentral","Residence/Home","Home","Personal Weapons (hands, feet, teeth, etc.)","None","Otherwise Known","34035"
"4678","OHCLP0000","2W1M0UOUUN24",20110914,20030101,"CLEVELAND                     ",397106,18,35,17,100,1,1,2,"MultOff",1,14,"male","black","not.hispanic","resident",26,"male","black",0,0,"11-15","20-30","Pop 100-500K","Known","Afternoon",0,"OH","East North Central","Northcentral","Residence/Home","Home","Personal Weapons (hands, feet, teeth, etc.)","None","Otherwise Known","34035"
"4679","UT0290300","W5-PLZV4G0W5",20110909,19940101,"SOUTH OGDEN                   ",16851,29,57,8,100,1,1,3,"MultOff",0,5,"male","white","not.hispanic",NA,38,"female","white",0,NA,"0-5","30-40","Pop <25K","Known","Morning",0,"UT","Mountain","West","School--elementary/secondary","School","None/Other","None","Otherwise Known","43057"
"4680","OHCLP0000","2W1H0U7 IY8O",20100214,20030101,"CLEVELAND                     ",426042,18,35,18,100,1,1,1,"SingleVO",1,15,"female","white",NA,"resident",18,"female","white",0,NA,"11-15","<20","Pop 100-500K","Known","Afternoon",0,"OH","East North Central","Northcentral","Other/unknown","Unknown","Personal Weapons (hands, feet, teeth, etc.)","None","Otherwise Known","34035"
"4681","KY0591900","5M5HH IL1AEM",20120823,20090101,"INDEPENDENCE                  ",24927,59,117,13,100,1,1,3,"MultOff",0,0.5,"male",NA,"not.hispanic","resident",50,"female","black",0,NA,"0-5","40-50","Pop <25K","Known","Afternoon",NA,"KY","East South Central","South","Residence/Home","Home","None/Other","None","Otherwise Known","16117"
"4682","IA0770300","2W1J0U7 U4XA",20120211,19910101,"DES MOINES                    ",207386,77,153,10,100,1,1,2,"MultOff",0,4,"female","black","not.hispanic",NA,42,"female","black",0,0.7,"0-5","40-50","Pop 100-500K","Known","Morning",0,"IA","West North Central","Northcentral","Residence/Home","Home","Personal Weapons (hands, feet, teeth, etc.)","None","Otherwise Known","14153"
"4683","OHCOP0000","8N040BSQ12 N",20110301,20030101,"COLUMBUS                      ",770686,25,49,10,100,1,1,1,"SingleVO",1,12,"female",NA,NA,"resident",36,"male","black",0,NA,"11-15","30-40","Pop >500K","Known","Morning",NA,"OH","East North Central","Northcentral","School/College","School",NA,"None","Otherwise Known","34049"
"4684","KY0570100","291B2KI4-F39",20100103,20090101,"NICHOLASVILLE                 ",27686,57,113,17,100,1,2,1,"MultVic",1,1,"female","white","hispanic","resident",18,"female","white",0,NA,"0-5","<20","Pop 25-100K","Known","Afternoon",0,"KY","East South Central","South","Residence/Home","Home","None/Other","None","Otherwise Known","16113"
"4685","KY0100100","5M5-KOIC1AEM",20120404,20010531,"ASHLAND                       ",21707,10,19,18,100,1,1,1,"SingleVO",1,7,"female","black","not.hispanic","resident",31,"male","black",1,0,"6-10","30-40","Pop <25K","Known","Afternoon",0,"KY","East South Central","South","Residence/Home","Home","Blunt Object","None","Otherwise Known","16019"
"4686","CODPD0000","96-4KOB8 -TE",20120624,20050101,"DENVER                        ",628545,16,31,0,100,1,1,1,"SingleVO",1,15,"female","white","hispanic","resident",20,"male","white",1,NA,"11-15","<20","Pop >500K","Known","Night",0,"CO","Mountain","West","Residence/Home","Home","Personal Weapons (hands, feet, teeth, etc.)","None","Otherwise Known","05031"
"4687","OR0210300","8T0BRF5D72 N",20120723,20100101,"TOLEDO                        ",3483,21,41,22,100,1,1,2,"MultOff",0,15,"female","amer.indian",NA,NA,15,"female","amer.indian",0,NA,"11-15","<20","Pop <25K","Known","Night",0,"OR","Pacific","West","Residence/Home","Home",NA,"None","Otherwise Known","36041"
"4688","KY1060000","731X7N5BQ-F3",20100412,20090101,"SHELBY                        ",29746,106,211,23,100,1,1,1,"SingleVO",1,14,"female","white","not.hispanic","resident",30,"female","white",0,NA,"11-15","20-30","Pop 25-100K","Known","Night",0,"KY","East South Central","South","Residence/Home","Home","None/Other","None","Otherwise Known","16211"
"4689","CO0010100","9N-4IOC8Z39G",20100517,19850101,"AURORA                        ",278483,3,5,13,100,1,1,1,"SingleVO",1,15,"male","white",NA,"resident",16,"male","white",0,0.6,"11-15","<20","Pop 100-500K","Known","Afternoon",0,"CO","Mountain","West","School/College","School","Personal Weapons (hands, feet, teeth, etc.)","None","Otherwise Known","05005"
"4690","MI8234900","1A1M05FZ8N28",20110312,20050101,"DETROIT                       ",713240,82,163,NA,100,1,1,1,"SingleVO",1,2,"female","black",NA,"resident",24,"male","black",0,NA,"0-5","20-30","Pop >500K","Known",NA,0,"MI","East North Central","Northcentral","Residence/Home","Home","Personal Weapons (hands, feet, teeth, etc.)","None","Otherwise Known","21163"
"4691","OHCLP0000","2W1J0UFOSY N",20120610,20030101,"CLEVELAND                     ",393781,18,35,0,100,1,1,1,"SingleVO",1,15,"female","white","not.hispanic",NA,25,"male","black",1,NA,"11-15","20-30","Pop 100-500K","Known","Night",1,"OH","East North Central","Northcentral","Residence/Home","Home","Personal Weapons (hands, feet, teeth, etc.)","None","Otherwise Known","34035"
"4692","OHCLP0000","2W1H0UX2U48R",20101224,20030101,"CLEVELAND                     ",426042,18,35,14,100,1,1,1,"SingleVO",1,13,"male","black",NA,"resident",27,"male","black",1,0,"11-15","20-30","Pop 100-500K","Known","Afternoon",0,"OH","East North Central","Northcentral","Other/unknown","Unknown","Personal Weapons (hands, feet, teeth, etc.)","None","Otherwise Known","34035"
"4693","OK0390000","5F1T-0W0HJVS",20111128,20080101,"LATIMER                       ",8400,39,77,9,100,1,1,2,"MultOff",0,15,"male","white",NA,"resident",65,"female",NA,1,NA,"11-15",">50","Pop <25K","Known","Morning",NA,"OK","West South Central","South","Field/Woods","Park/outdoor","Shotgun","None","Otherwise Known","35077"
"4694","NH0090800","VS-TF8X-60VS",20110720,20030101,"FARMINGTON                    ",6795,9,17,17,100,1,2,1,"MultVic",0,1,"male","white","not.hispanic","resident",22,"male","white",1,1,"0-5","20-30","Pop <25K","Known","Afternoon",0,"NH","New England","Northeast","Hotel/Motel/Etc.","Road/transit","Personal Weapons (hands, feet, teeth, etc.)","None","Otherwise Known","28017"
"4695","WA0270300","8T0 YVBL12 N",20120208,20070101,"TACOMA                        ",202646,27,53,8,100,1,1,2,"MultOff",0,15,"female","black","not.hispanic","non-resident",20,"male","black",1,0,"11-15","<20","Pop 100-500K","Known","Morning",0,"WA","Pacific","West","Other/unknown","Unknown","Personal Weapons (hands, feet, teeth, etc.)","Apparent Minor Injury","Otherwise Known","46053"
"4696","OH0490200","8N-BSWP 728N",20110309,20080201,"WEST JEFFERSON                ",4225,49,97,15,100,1,1,1,"SingleVO",1,9,"female","white",NA,NA,54,"male","white",0,NA,"6-10",">50","Pop <25K","Known","Afternoon",0,"OH","East North Central","Northcentral","School/College","School","None/Other","None","Otherwise Known","34097"
"4697","MA0050100","IE-JH9EAB IY",20100906,19950101,"AMESBURY                      ",16549,5,9,21,100,1,1,1,"SingleVO",1,6,"male","white",NA,"non-resident",38,"male","white",0,0,"6-10","30-40","Pop <25K","Known","Night",0,"MA","New England","Northeast","Residence/Home","Home","None/Other","None","Otherwise Known","20009"
"4698","OH0470500","2W1M0U73S6TI",20110429,20070101,"LORAIN                        ",64144,47,93,21,100,1,1,2,"MultOff",0,13,"male","white",NA,"resident",NA,"male","black",1,NA,"11-15",NA,"Pop 25-100K","Known","Night",1,"OH","East North Central","Northcentral","Residence/Home","Home","Personal Weapons (hands, feet, teeth, etc.)","Apparent Minor Injury","Otherwise Known","34093"
"4699","VA0070100","8I0AAOS9P2 N",20100821,20000101,"ARLINGTON COUNTY PD           ",221312,7,13,18,100,1,1,1,"SingleVO",1,15,"female","white","hispanic","resident",23,"male","white",1,0,"11-15","20-30","Pop 100-500K","Known","Afternoon",0,"VA","South Atlantic","South","Residence/Home","Home","Personal Weapons (hands, feet, teeth, etc.)","Apparent Minor Injury","Otherwise Known","45013"
"4700","WA0110200","39122Y4Q-F39",20110408,20110101,"PASCO                         ",60719,11,21,15,100,0,3,2,"MultVO",0,10,"female","white","hispanic","resident",61,"female","white",1,NA,"6-10",">50","Pop 25-100K","Known","Afternoon",0,"WA","Pacific","West","Field/Woods","Park/outdoor","None/Other","Apparent Minor Injury","Otherwise Known","46021"
"4701","TX0201000","8T0BRWRM72 N",20120124,19980101,"PEARLAND                      ",89977,20,39,16,100,1,1,3,"MultOff",0,13,"female","white","hispanic","resident",13,"female","white",0,0.3,"11-15","<20","Pop 25-100K","Known","Afternoon",0,"TX","West South Central","South","Residence/Home","Home","None/Other","None","Otherwise Known","42039"
"4702","TN0330500","8N0BROTQ72 N",20110127,19961201,"SIGNAL MOUNTAIN               ",7622,33,65,15,100,0,2,3,"MultVO",1,10,"male","white","not.hispanic","resident",17,"male","white",0,0.6,"6-10","<20","Pop <25K","Known","Afternoon",0,"TN","East South Central","South","School/College","School","None/Other","None","Otherwise Known","41065"
"4703","OHCLP0000","2W1J0UF 6GKW",20120518,20030101,"CLEVELAND                     ",393781,18,35,11,100,1,1,3,"MultOff",0,12,"male","black","not.hispanic","resident",13,"male","black",1,NA,"11-15","<20","Pop 100-500K","Known","Morning",0,"OH","East North Central","Northcentral","School--elementary/secondary","School","Personal Weapons (hands, feet, teeth, etc.)","None","Otherwise Known","34035"
"4704","OH0750100","72-ID4S6PU72",20110614,20080101,"SIDNEY                        ",21245,75,149,8,100,1,2,1,"MultVic",1,9,"female","white","not.hispanic","resident",47,"male","white",1,NA,"6-10","40-50","Pop <25K","Known","Morning",0,"OH","East North Central","Northcentral","Residence/Home","Home","None/Other","None","Otherwise Known","34149"
"4705","KS0110000","8N0D1BPU72 N",20110412,20000101,"CHEROKEE                      ",10161,11,21,21,100,1,1,2,"MultOff",0,15,"female","black",NA,"non-resident",49,"male","white",0,NA,"11-15","40-50","Pop <25K","Known","Night",1,"KS","West North Central","Northcentral","Residence/Home","Home",NA,"None","Otherwise Known","15021"
"4706","CO0350000","8N0BRCSMG2 N",20110809,19970101,"LARIMER                       ",73405,35,69,10,100,1,1,2,"MultOff",0,2,"female","white","hispanic","resident",52,"male","white",0,0.9,"0-5",">50","Pop 25-100K","Known","Morning",0,"CO","Mountain","West","Residence/Home","Home","Personal Weapons (hands, feet, teeth, etc.)","None","Otherwise Known","05069"
"4707","VA0750300","8N0 RMTH72 N",20110215,20000101,"PRINCE WILLIAM COUNTY PD      ",398550,77,153,21,100,1,1,1,"SingleVO",1,0.5,"male","black","not.hispanic","resident",39,"male","black",0,3,"0-5","30-40","Pop 100-500K","Known","Night",0,"VA","South Atlantic","South","Residence/Home","Home","None/Other","None","Otherwise Known","45153"
"4708","OR0210100","8T0BKVTH72 N",20120717,20031101,"LINCOLN CITY                  ",7969,21,41,1,100,1,1,1,"SingleVO",1,15,"female","white","not.hispanic","resident",17,"male","white",0,NA,"11-15","<20","Pop <25K","Known","Night",0,"OR","Pacific","West","Camp/campground","Park/outdoor","None/Other","None","Otherwise Known","36041"
"4709","MI3949900","EH0UF28G8O54",20101021,20000101,"KALAMAZOO                     ",71775,39,77,18,100,1,1,2,"MultOff",1,14,"female","white",NA,"resident",45,"male","white",1,NA,"11-15","40-50","Pop 25-100K","Known","Afternoon",0,"MI","East North Central","Northcentral","Residence/Home","Home","Personal Weapons (hands, feet, teeth, etc.)","Apparent Minor Injury","Otherwise Known","21077"
"4710","TNMPD0000","BR0S3926H MF",20110113,20000801,"MEMPHIS                       ",652725,79,157,17,100,1,1,1,"SingleVO",1,1,"male","black","not.hispanic","resident",22,"male","black",0,NA,"0-5","20-30","Pop >500K","Known","Afternoon",0,"TN","East South Central","South","Residence/Home","Home","None/Other","None","Otherwise Known","41157"
"4711","WA0173600","J32NJ7I4Z-F3",20120615,20111201,"FEDERAL WAY                   ",91978,17,33,9,100,1,1,1,"SingleVO",1,4,"female",NA,NA,"resident",63,"male","black",0,23.4,"0-5",">50","Pop 25-100K","Known","Morning",NA,"WA","Pacific","West","Park/playground","Park/outdoor","Personal Weapons (hands, feet, teeth, etc.)","None","Otherwise Known","46033"
"4712","MI5015000","7S0NDBREBD6D",20120329,20040101,"MACOMB                        ",172606,50,99,21,100,1,1,1,"SingleVO",1,5,"male","black",NA,"resident",27,"male","black",0,NA,"0-5","20-30","Pop 100-500K","Known","Night",0,"MI","East North Central","Northcentral","Residence/Home","Home","None/Other","None","Otherwise Known","21099"
"4713","NH0054400","VS-TD4G-60VS",20111206,20030101,"LEBANON                       ",13168,5,9,10,100,1,2,1,"MultVic",1,14,"male","white","not.hispanic","resident",42,"male","white",0,NA,"11-15","40-50","Pop <25K","Known","Morning",0,"NH","New England","Northeast","Residence/Home","Home",NA,"None","Otherwise Known","28009"
"4714","MI4620200","9G045HZL 183",20110717,19980101,"ADRIAN                        ",21117,46,91,12,100,1,1,1,"SingleVO",1,1,"male","black",NA,"resident",20,"male","black",0,NA,"0-5","<20","Pop <25K","Known","Morning",0,"MI","East North Central","Northcentral","Residence/Home","Home","None/Other","None","Otherwise Known","21091"
"4715","MI8018000","CT00W5HP5R3J",20110606,19950101,"VAN BUREN                     ",55104,80,159,15,100,1,1,1,"SingleVO",1,1,"female","white",NA,"non-resident",31,"male","white",0,NA,"0-5","30-40","Pop 25-100K","Known","Afternoon",0,"MI","East North Central","Northcentral","Residence/Home","Home","None/Other","None","Otherwise Known","21159"
"4716","VA0140000","UG1294LVSCTD",20101201,19961101,"BUCHANAN                      ",21662,14,27,9,100,1,1,1,"SingleVO",1,1,"male","white","not.hispanic","resident",33,"female","white",0,9.3,"0-5","30-40","Pop <25K","Known","Morning",0,"VA","South Atlantic","South","Residence/Home","Home","Personal Weapons (hands, feet, teeth, etc.)","None","Otherwise Known","45027"
"4717","CO0010100","F2-NBRV76-F3",20101106,19850101,"AURORA                        ",278483,3,5,19,100,1,1,1,"SingleVO",1,12,"female","white","hispanic","resident",41,"male","white",0,0,"11-15","40-50","Pop 100-500K","Known","Night",0,"CO","Mountain","West","Residence/Home","Home","Personal Weapons (hands, feet, teeth, etc.)","None","Otherwise Known","05005"
"4718","VA0530000","2W1J0UZUL21A",20120604,19990101,"LOUDOUN                       ",275263,54,107,10,100,1,2,1,"MultVic",0,14,"female","white","not.hispanic","resident",17,"male","white",1,0,"11-15","<20","Pop 100-500K","Known","Morning",0,"VA","South Atlantic","South","Highway/Road/Alley","Road/transit","Personal Weapons (hands, feet, teeth, etc.)","None","Otherwise Known","45107"
"4719","NH0090800","VS-TF8X-60VS",20110720,20030101,"FARMINGTON                    ",6795,9,17,17,100,1,2,1,"MultVic",1,8,"male","white","not.hispanic","resident",22,"male","white",1,1,"6-10","20-30","Pop <25K","Known","Afternoon",0,"NH","New England","Northeast","Hotel/Motel/Etc.","Road/transit","Personal Weapons (hands, feet, teeth, etc.)","Apparent Minor Injury","Otherwise Known","28017"
"4720","MI1323700","380J4KOZLQ2 ",20100106,19950101,"BATTLE CREEK                  ",60386,13,25,12,100,1,2,3,"MultVO",0,9,"male","white",NA,NA,26,"female","white",1,NA,"6-10","20-30","Pop 25-100K","Known","Morning",0,"MI","East North Central","Northcentral","Residence/Home","Home","Personal Weapons (hands, feet, teeth, etc.)","None","Otherwise Known","21025"
