"","originating.agency","incident.number","incident.date","date.agency.went.NIBRS","city","current.population","UCR.county","FIPS.county","incident.hour","UCR.code","completed","victim.age","victim.sex","victim.race","victim.ethnicity","victim.residency","offender.age","offender.sex","offender.race","target.harm","target.arrest","multiple.victims","multiple.offenders","type","victimage.group","victim.tenderage","offenderage.group","population.group","relationship.group","hour.group","NA","same.race","state.name","division.name","region.name","location.name","loc.group","weapon.name","injury.name","Victim.in.relation","FIPS"
"5517","OHOHP0000","181U0UF28CJ4",20120221,20030101,"OHIO STATE HGHWAY PATROL      ",0,NA,NA,17,100,1,17,"female","white",NA,NA,32,"male","black",1,NA,1,1,"SingleVO","11-15","No","30-40",NA,"Known","Afternoon",1,1,"OH","East North Central","Northcentral","Jail/Prison","Other","None/Other","None","Acquaintance","34 NA"
"5518","ID0100200","CI0IKOMR62 N",20090912,19921201,"IDAHO FALLS                   ",54702,10,19,19,100,1,14,"female","white",0,"resident",34,"male","white",0,NA,1,1,"SingleVO","11-15","No","30-40","Pop 25-100K","Known","Night",0,0,"ID","Mountain","West","Residence/Home","Home","None/Other","None","Acquaintance","11019"
"5519","ID0280000","1A-ML2R0TD1A",20100911,19930901,"KOOTENAI                      ",60742,28,55,23,100,1,17,"female","white",0,"resident",19,"male","white",1,46.9,1,1,"SingleVO","11-15","No","<20","Pop 25-100K","Known","Night",0,0,"ID","Mountain","West","Residence/Home","Home","None/Other","None","Acquaintance","11055"
"5520","MI8234900","7U02045YZT7Z",20091012,20050101,"DETROIT                       ",908441,82,163,NA,100,1,15,"male","white",0,"resident",29,"female","white",1,NA,1,3,"MultOff","11-15","No","20-30","Pop >500K","Known",NA,0,0,"MI","East North Central","Northcentral","Highway/Road/Alley","Road/transit","Personal Weapons (hands, feet, teeth, etc.)","Apparent Minor Injury","Acquaintance","21163"
"5521","TN0190100","CI0IYCBDFX N",20091117,19991001,"NASHVILLE                     ",610176,NA,NA,15,100,1,12,"female","black",0,"resident",42,"male","black",1,NA,1,2,"MultOff","11-15","Yes","40-50","Pop >500K","Known","Afternoon",0,0,"TN","East South Central","South","Highway/Road/Alley","Road/transit","Handgun","None","Acquaintance","41 NA"
"5522","VA1160000","NH1U5VJC0AEM",20100530,19980701,"NEWPORT NEWS                  ",195225,NA,NA,0,100,1,16,"male","white",0,"resident",35,"male","white",1,17.1,1,1,"SingleVO","11-15","No","30-40","Pop 100-500K","Known","Night",0,0,"VA","South Atlantic","South","Residence/Home","Home","Personal Weapons (hands, feet, teeth, etc.)","None","Acquaintance","45 NA"
"5523","DE0030100","781J0UFP6G1A",20121015,20010101,"BRIDGEVILLE                   ",2104,3,5,22,100,1,16,"female","white",0,"resident",19,"male","black",1,NA,1,1,"SingleVO","11-15","No","<20","Pop <25K","Known","Night",1,1,"DE","South Atlantic","South","Highway/Road/Alley","Road/transit","Personal Weapons (hands, feet, teeth, etc.)","None","Acquaintance","07005"
"5524","MI0900900","7S06JBRVSM6F",20120122,19950101,"SP: BAY COUNTY                ",0,9,17,17,100,1,10,"female",NA,NA,NA,29,"male","white",0,0.1,2,2,"MultVO","6-10","Yes","20-30",NA,"Known","Afternoon",NA,NA,"MI","East North Central","Northcentral","Other/unknown","Unknown","None/Other","None","Acquaintance","21017"
"5525","MI4143600","1A0HQ-FZL60X",20111226,20020101,"GRAND RAPIDS                  ",187898,41,81,17,100,1,8,"male","white",NA,NA,57,"male","white",0,NA,1,1,"SingleVO","6-10","Yes",">50","Pop 100-500K","Known","Afternoon",0,0,"MI","East North Central","Northcentral","Residence/Home","Home","None/Other","None","Acquaintance","21081"
"5526","DE0010100","YI0IRV3QT0 N",20090225,20010101,"DOVER                         ",36571,1,1,16,100,1,14,"female","black",0,"resident",31,"male","black",1,1.3,1,1,"SingleVO","11-15","No","30-40","Pop 25-100K","Known","Afternoon",0,0,"DE","South Atlantic","South","Residence/Home","Home","Personal Weapons (hands, feet, teeth, etc.)","None","Acquaintance","07001"
"5527","CO0030700"," N0ARV3QSA N",20080506,19970101,"GREENWOOD VILLAGE             ",14285,3,5,14,100,1,15,"female","white",0,"non-resident",25,"male","white",1,NA,1,1,"SingleVO","11-15","No","20-30","Pop <25K","Known","Afternoon",0,0,"CO","Mountain","West","Hotel/Motel/Etc.","Road/transit","Personal Weapons (hands, feet, teeth, etc.)","Apparent Minor Injury","Acquaintance","05005"
"5528","MA0010700","3F-19PZ30IHT",20090622,19990101,"FALMOUTH                      ",33451,1,1,11,100,0,13,"female","white",0,"non-resident",21,"male","white",1,NA,2,1,"MultVic","11-15","No","20-30","Pop 25-100K","Known","Morning",0,0,"MA","New England","Northeast","School/College","School","None/Other","None","Acquaintance","20001"
"5529","AR0180100","8X-4JOK8429G",20081106,20040101,"WEST MEMPHIS                  ",27446,18,35,20,100,1,16,"female","black",0,"resident",19,"male","black",1,NA,1,3,"MultOff","11-15","No","<20","Pop 25-100K","Known","Night",0,0,"AR","West South Central","South","Residence/Home","Home","None/Other","None","Acquaintance","03035"
"5530","SC0370100","8N0BRYZH72 N",20110228,19901101,"SENECA                        ",8196,37,73,2,100,1,16,"male","black",0,"resident",18,"female","white",1,0,2,3,"MultVO","11-15","No","<20","Pop <25K","Known","Early",1,1,"SC","South Atlantic","South","Residence/Home","Home","Handgun","None","Acquaintance","39073"
"5531","DE0020300","381H0UXU7N1A",20100114,20010101,"NEW CASTLE COUNTY P DEPT      ",408083,2,3,15,100,1,16,"female","white",0,"resident",51,"male","white",1,0,1,1,"SingleVO","11-15","No",">50","Pop 100-500K","Known","Afternoon",0,0,"DE","South Atlantic","South","Residence/Home","Home","Personal Weapons (hands, feet, teeth, etc.)","Apparent Minor Injury","Acquaintance","07003"
"5532","OHCLP0000","2W1H0U7O66T4",20100309,20030101,"CLEVELAND                     ",426042,18,35,13,100,1,14,"female","black",NA,"resident",20,"male","black",1,1.9,1,1,"SingleVO","11-15","No","<20","Pop 100-500K","Known","Afternoon",0,0,"OH","East North Central","Northcentral","Residence/Home","Home","Personal Weapons (hands, feet, teeth, etc.)","None","Acquaintance","34035"
"5533","DE0020600","LI0IRVEDTD N",20090106,20010101,"WILMINGTON                    ",72580,2,3,7,100,1,14,"female","black",0,"non-resident",36,"male","white",1,3.9,2,1,"MultVic","11-15","No","30-40","Pop 25-100K","Known","Morning",1,1,"DE","South Atlantic","South","Highway/Road/Alley","Road/transit","Personal Weapons (hands, feet, teeth, etc.)","None","Acquaintance","07003"
"5534","VA0290100","Z81J2KLZUR29",20100724,20000101,"FAIRFAX COUNTY PD             ",1009834,30,59,15,100,1,17,"female","white",1,"resident",27,"male","white",1,6.7,1,1,"SingleVO","11-15","No","20-30","Pop >500K","Known","Afternoon",0,0,"VA","South Atlantic","South","Residence/Home","Home","Knife/Cutting Instrument","Apparent Minor Injury","Acquaintance","45059"
"5535","VA0290100","Z81X2ZJZLS19",20120909,20000101,"FAIRFAX COUNTY PD             ",1072723,30,59,15,100,1,17,"female","white",0,"non-resident",20,"male","white",1,NA,1,1,"SingleVO","11-15","No","<20","Pop >500K","Known","Afternoon",0,0,"VA","South Atlantic","South","Residence/Home","Home","Personal Weapons (hands, feet, teeth, etc.)","None","Acquaintance","45059"
"5536","TNMPD0000","BR0S3TG5KPMF",20110102,20000801,"MEMPHIS                       ",652725,79,157,15,100,1,4,"male","black",0,"resident",50,"female","black",0,NA,1,1,"SingleVO","0-5","Yes","40-50","Pop >500K","Known","Afternoon",0,0,"TN","East South Central","South","Residence/Home","Home","None/Other","None","Acquaintance","41157"
"5537","MI2539800","1W1H0U7 UNXI",20100908,20000101,"FLINT                         ",109245,25,49,8,100,1,15,"female","black",NA,"resident",35,"male","black",0,NA,1,3,"MultOff","11-15","No","30-40","Pop 100-500K","Known","Morning",0,0,"MI","East North Central","Northcentral","Highway/Road/Alley","Road/transit","Personal Weapons (hands, feet, teeth, etc.)","None","Acquaintance","21049"
"5538","KY0591000","113MJM2Q6X I",20101126,20090101,"LAKESIDE PARK-CRSTVW HLS      ",6458,59,117,2,100,1,16,"female","white",0,"resident",20,"female","white",0,NA,1,1,"SingleVO","11-15","No","<20","Pop <25K","Known","Early",0,0,"KY","East South Central","South","Residence/Home","Home","None/Other","None","Acquaintance","16117"
"5539","KS0810000","93-W5J49RCTD",20090316,20000101,"RILEY COUNTY POLICE DEPT      ",72034,81,161,12,100,1,13,"female","white",1,"non-resident",24,"male","white",1,0.3,1,3,"MultOff","11-15","No","20-30","Pop 25-100K","Known","Morning",0,0,"KS","West North Central","Northcentral","Residence/Home","Home","Personal Weapons (hands, feet, teeth, etc.)","None","Acquaintance","15161"
"5540","TN0260000","CI0I-ATMQ2 N",20090523,19990101,"FRANKLIN                      ",22925,26,51,15,100,1,15,"female","white",0,"resident",24,"male","white",1,0.1,1,1,"SingleVO","11-15","No","20-30","Pop <25K","Known","Afternoon",0,0,"TN","East South Central","South","Residence/Home","Home","Personal Weapons (hands, feet, teeth, etc.)","Apparent Minor Injury","Acquaintance","41051"
"5541","VA1240000"," X0 EBRV72 N",20091111,19951001,"SOUTH BOSTON                  ",7822,42,83,10,100,1,15,"female","white",0,"non-resident",25,"male","black",0,NA,1,1,"SingleVO","11-15","No","20-30","Pop <25K","Known","Morning",1,1,"VA","South Atlantic","South","Residence/Home","Home","Personal Weapons (hands, feet, teeth, etc.)","None","Acquaintance","45083"
"5542","KY0300000","CI0IRE3VFX N",20090926,19990101,"DAVIESS                       ",39234,30,59,4,100,1,13,"female","white",0,"resident",43,"male","white",0,0.6,1,1,"SingleVO","11-15","No","40-50","Pop 25-100K","Known","Early",0,0,"KY","East South Central","South","Residence/Home","Home",NA,"None","Acquaintance","16059"
"5543","MI8234900","181J0H7O8N6R",20120907,20050101,"DETROIT                       ",707096,82,163,0,100,1,16,"female","black",0,"resident",30,"male","black",0,NA,1,2,"MultOff","11-15","No","20-30","Pop >500K","Known","Night",0,0,"MI","East North Central","Northcentral","Residence/Home","Home","Personal Weapons (hands, feet, teeth, etc.)","Apparent Minor Injury","Acquaintance","21163"
"5544","SC0260400"," D0GYYMQ72 N",20080628,19910101,"HORRY COUNTY POLICE DEPT      ",187579,26,51,2,100,1,16,"male","white",1,"resident",27,"male","white",1,NA,1,1,"SingleVO","11-15","No","20-30","Pop 100-500K","Known","Early",0,0,"SC","South Atlantic","South","Highway/Road/Alley","Road/transit","Personal Weapons (hands, feet, teeth, etc.)","None","Acquaintance","39051"
"5545","CT0009700","VX0DYBRV3H6S",20080407,20030401,"NEWTOWN                       ",27007,1,1,13,100,1,17,"male","white",0,"resident",18,"male","white",1,10.3,1,3,"MultOff","11-15","No","<20","Pop 25-100K","Known","Afternoon",0,0,"CT","New England","Northeast","School/College","School","None/Other","Apparent Minor Injury","Acquaintance","06001"
"5546","DE0010300","YD0IROSRS3 N",20090719,20010101,"SMYRNA                        ",8829,1,1,2,100,1,17,"female","white",0,"non-resident",26,"male","white",1,6.6,1,1,"SingleVO","11-15","No","20-30","Pop <25K","Known","Early",0,0,"DE","South Atlantic","South","Residence/Home","Home","Personal Weapons (hands, feet, teeth, etc.)","None","Acquaintance","07001"
"5547","MI4143600","7X0IJBRY3R6X",20100522,20020101,"GRAND RAPIDS                  ",191566,41,81,20,100,0,14,"female","white",NA,NA,25,"male","black",0,NA,1,1,"SingleVO","11-15","No","20-30","Pop 100-500K","Known","Night",1,1,"MI","East North Central","Northcentral","Highway/Road/Alley","Road/transit","None/Other","None","Acquaintance","21081"
"5548","UT0270100","9GP4KHRR839G",20110126,19950101,"ST. GEORGE                    ",74304,27,53,2,100,1,0.5,"female","white",0,"resident",27,"male","white",1,0,1,2,"MultOff","0-5","Yes","20-30","Pop 25-100K","Known","Early",0,0,"UT","Mountain","West","Residence/Home","Home","Personal Weapons (hands, feet, teeth, etc.)","None","Acquaintance","43053"
"5549","SC0070200","O202J4KOZL7X",20090107,19910101,"BLUFFTON                      ",12557,7,13,17,100,1,15,"male","black",0,"non-resident",53,"female","black",0,6.6,1,2,"MultOff","11-15","No",">50","Pop <25K","Known","Afternoon",0,0,"SC","South Atlantic","South","Other/unknown","Unknown","None/Other","None","Acquaintance","39013"
"5550","DE0030300","SI0IRVEDS3 N",20091121,20010101,"LAUREL                        ",4009,3,5,2,100,1,15,"female","black",0,"non-resident",19,"female","black",1,0,1,1,"SingleVO","11-15","No","<20","Pop <25K","Known","Early",0,0,"DE","South Atlantic","South","Residence/Home","Home","Personal Weapons (hands, feet, teeth, etc.)","Apparent Minor Injury","Acquaintance","07005"
"5551","OHCLP0000","Z8084KYPMS2T",20090701,20030101,"CLEVELAND                     ",429238,18,35,12,100,1,14,"female","black",NA,"resident",44,"male","black",1,NA,1,1,"SingleVO","11-15","No","40-50","Pop 100-500K","Known","Morning",0,0,"OH","East North Central","Northcentral","Residence/Home","Home","Personal Weapons (hands, feet, teeth, etc.)","None","Acquaintance","34035"
"5552","MA0145400","39-XWVA2JAO9",20111110,19950101,"WEBSTER                       ",16869,14,27,18,100,1,17,"female","black",0,"resident",21,"male","white",0,NA,1,1,"SingleVO","11-15","No","20-30","Pop <25K","Known","Afternoon",1,1,"MA","New England","Northeast","Government/Public Building","Other",NA,"None","Acquaintance","20027"
"5553","VA0930100","LN0I2HZUVX8G",20081021,19961201,"FRONT ROYAL                   ",14688,94,187,18,100,1,11,"male","black",0,"resident",28,"female","white",1,0.6,1,2,"MultOff","11-15","Yes","20-30","Pop <25K","Known","Afternoon",1,1,"VA","South Atlantic","South","Highway/Road/Alley","Road/transit","Firearm (type not stated)","None","Acquaintance","45187"
"5554","MI8118100","930G5HPUFL97",20090313,19950101,"WASHTENAW                     ",151830,81,161,14,100,1,2,"male","white",NA,"resident",32,"female","white",0,0.1,1,2,"MultOff","0-5","Yes","30-40","Pop 100-500K","Known","Afternoon",0,0,"MI","East North Central","Northcentral","Residence/Home","Home","None/Other","None","Acquaintance","21161"
"5555","MA0070100","HZ-D2AZOX5HP",20100817,19961101,"AGAWAM                        ",28215,7,13,16,100,1,7,"male","white",NA,"resident",20,"male","white",1,0.4,1,1,"SingleVO","6-10","Yes","<20","Pop 25-100K","Known","Afternoon",0,0,"MA","New England","Northeast","School/College","School","None/Other","None","Acquaintance","20013"
"5556","OH0260000","8N148OZUDITG",20080422,20040201,"FULTON                        ",23147,26,51,21,100,1,17,"female","white",NA,"resident",21,"male","white",1,NA,1,1,"SingleVO","11-15","No","20-30","Pop <25K","Known","Night",0,0,"OH","East North Central","Northcentral","Residence/Home","Home","None/Other","None","Acquaintance","34051"
"5557","CT0014800","3A0WQ-FCP31K",20080813,19991201,"WALLINGFORD                   ",44880,5,9,13,100,1,15,"female","white",0,"resident",43,"female","white",0,NA,1,2,"MultOff","11-15","No","40-50","Pop 25-100K","Known","Afternoon",0,0,"CT","New England","Northeast","Residence/Home","Home","None/Other","None","Acquaintance","06009"
"5558","KS0780100","3A1015KCFX I",20120527,20000101,"HUTCHINSON                    ",42357,78,155,23,100,1,17,"male","white",0,"resident",21,"male","white",1,NA,1,3,"MultOff","11-15","No","20-30","Pop 25-100K","Known","Night",0,0,"KS","West North Central","Northcentral","Residence/Home","Home","Blunt Object","Apparent Minor Injury","Acquaintance","15155"
"5559","OH0260300"," X0BA2PU72 N",20090509,20030201,"FAYETTE                       ",1281,26,51,2,100,1,12,"female","white",NA,NA,37,"male","white",1,NA,2,1,"MultVic","11-15","Yes","30-40","Pop <25K","Known","Early",0,0,"OH","East North Central","Northcentral","Residence/Home","Home","None/Other","None","Acquaintance","34051"
"5560","VA1200000","CI0IROSCV0 N",20080601,20000101,"PORTSMOUTH                    ",101782,NA,NA,0,100,1,14,"female","black",0,"non-resident",20,"male","black",1,NA,1,1,"SingleVO","11-15","No","<20","Pop 100-500K","Known","Night",0,0,"VA","South Atlantic","South","Residence/Home","Home","Personal Weapons (hands, feet, teeth, etc.)","None","Acquaintance","45 NA"
"5561","CT0004300","UG0G5HP-PN97",20090804,19991201,"EAST HARTFORD                 ",48459,2,3,21,100,1,4,"male","black",0,"resident",25,"male","black",1,19.7,1,1,"SingleVO","0-5","Yes","20-30","Pop 25-100K","Known","Night",0,0,"CT","New England","Northeast","Residence/Home","Home","Personal Weapons (hands, feet, teeth, etc.)","Apparent Minor Injury","Acquaintance","06003"
"5562","MA0093200","IY-A-5EAB IY",20110401,20040101,"NATICK                        ",33207,9,17,11,100,1,17,"female","white",0,"non-resident",24,"male","white",1,0,1,1,"SingleVO","11-15","No","20-30","Pop 25-100K","Known","Morning",0,0,"MA","New England","Northeast","Residence/Home","Home","Personal Weapons (hands, feet, teeth, etc.)","Apparent Minor Injury","Acquaintance","20017"
"5563","OHCLP0000"," K0KL6ZCB14A",20091008,20030101,"CLEVELAND                     ",429238,18,35,21,100,1,16,"female","white",NA,"resident",18,"male","white",1,NA,1,1,"SingleVO","11-15","No","<20","Pop 100-500K","Known","Night",0,0,"OH","East North Central","Northcentral","Residence/Home","Home","Personal Weapons (hands, feet, teeth, etc.)","Apparent Minor Injury","Acquaintance","34035"
"5564","SC0430000","CT153 I5VSCT",20111207,19910101,"SUMTER                        ",66971,43,85,14,100,1,9,"male","black",0,"resident",31,"male","black",0,NA,2,1,"MultVic","6-10","Yes","30-40","Pop 25-100K","Known","Afternoon",0,0,"SC","South Atlantic","South","Residence/Home","Home","None/Other","None","Acquaintance","39085"
"5565","MI4143600","5W0U7U8LX45L",20090907,20020101,"GRAND RAPIDS                  ",192901,41,81,19,100,0,13,"female","black",NA,NA,22,"male","white",1,NA,1,2,"MultOff","11-15","No","20-30","Pop 100-500K","Known","Night",1,1,"MI","East North Central","Northcentral","Highway/Road/Alley","Road/transit","None/Other","Apparent Minor Injury","Acquaintance","21081"
"5566","MI3103100","FZ0X64KOBK7Z",20121122,19980101,"SP: HOUGHTON COUNTY           ",0,31,61,20,100,1,11,"male","white",NA,NA,32,"female","white",0,7.3,1,2,"MultOff","11-15","Yes","30-40",NA,"Known","Night",0,0,"MI","East North Central","Northcentral","Highway/Road/Alley","Road/transit","None/Other","None","Acquaintance","21061"
"5567","DE303SP00","0H1M0-RL7C1A",20110417,20010101,"SP: SUSSEX COUNTY             ",151144,3,5,15,100,1,4,"male","black",0,"resident",32,"male","black",0,NA,1,1,"SingleVO","0-5","Yes","30-40","Pop 100-500K","Known","Afternoon",0,0,"DE","South Atlantic","South","Highway/Road/Alley","Road/transit","None/Other","None","Acquaintance","07005"
"5568","WA0270000","1D21512Q-X I",20090826,20070101,"PIERCE                        ",375377,27,53,21,100,1,7,"male","black",0,"resident",28,"female","black",0,0,1,1,"SingleVO","6-10","Yes","20-30","Pop 100-500K","Known","Night",0,0,"WA","Pacific","West","Residence/Home","Home","None/Other","None","Acquaintance","46053"
"5569","KS0180100","CI0IABT-72 N",20091220,20000101,"ARKANSAS CITY                 ",10975,18,35,20,100,1,15,"female","white",0,"resident",20,"male","white",0,0.1,3,2,"MultVO","11-15","No","<20","Pop <25K","Known","Night",0,0,"KS","West North Central","Northcentral","Residence/Home","Home","None/Other","None","Acquaintance","15035"
"5570","OHCOP0000","8T01KAQQF2 N",20120318,20030101,"COLUMBUS                      ",780239,25,49,12,100,1,2,"female","black",NA,"resident",22,"female","black",1,NA,1,2,"MultOff","0-5","Yes","20-30","Pop >500K","Known","Morning",0,0,"OH","East North Central","Northcentral","Residence/Home","Home","Knife/Cutting Instrument","None","Acquaintance","34049"
"5571","DE0020300","381H0-Z3941A",20100221,20010101,"NEW CASTLE COUNTY P DEPT      ",408083,2,3,3,100,1,13,"female","black",0,"non-resident",22,"male","black",1,NA,1,1,"SingleVO","11-15","No","20-30","Pop 100-500K","Known","Early",0,0,"DE","South Atlantic","South","Residence/Home","Home","Personal Weapons (hands, feet, teeth, etc.)","None","Acquaintance","07003"
"5572","VA0120000","CI0IRAICPX N",20090501,19970901,"BOTETOURT                     ",32576,12,23,NA,100,1,16,"female","white",0,"resident",18,"male","white",1,16.7,1,1,"SingleVO","11-15","No","<20","Pop 25-100K","Known",NA,0,0,"VA","South Atlantic","South","Residence/Home","Home","None/Other","None","Acquaintance","45023"
"5573","VA1310000"," X04-E3L72 N",20090403,19961201,"WINCHESTER                    ",26252,NA,NA,18,100,1,14,"female","white",0,"resident",22,"male","black",1,NA,1,2,"MultOff","11-15","No","20-30","Pop 25-100K","Known","Afternoon",1,1,"VA","South Atlantic","South","Residence/Home","Home","Personal Weapons (hands, feet, teeth, etc.)","Apparent Minor Injury","Acquaintance","45 NA"
"5574","OH0330200","8X1D84PUF39G",20081028,20050601,"KENTON                        ",8015,33,65,0,100,1,17,"female","white",NA,"resident",18,"male","black",1,NA,1,1,"SingleVO","11-15","No","<20","Pop <25K","Known","Night",1,1,"OH","East North Central","Northcentral","Residence/Home","Home","None/Other","None","Acquaintance","34065"
"5575","SC0230000","292JW2OPVV1C",20120204,19910101,"GREENVILLE                    ",332020,23,45,2,100,1,16,"female","black",0,"resident",18,"male","black",1,NA,1,2,"MultOff","11-15","No","<20","Pop 100-500K","Known","Early",0,0,"SC","South Atlantic","South","Residence/Home","Home","Personal Weapons (hands, feet, teeth, etc.)","None","Acquaintance","39045"
"5576","KS0760100","721I6I5HPU72",20110220,20000101,"PRATT                         ",6878,76,151,1,100,1,13,"male","black",0,"resident",35,"male","white",1,NA,3,1,"MultVic","11-15","No","30-40","Pop <25K","Known","Night",1,1,"KS","West North Central","Northcentral","Residence/Home","Home","Personal Weapons (hands, feet, teeth, etc.)","None","Acquaintance","15151"
"5577","MI8234900","1W1H02FP8NKX",20100512,20050101,"DETROIT                       ",899447,82,163,22,100,0,13,"male","white",NA,"resident",18,"male","white",1,NA,1,2,"MultOff","11-15","No","<20","Pop >500K","Known","Night",0,0,"MI","East North Central","Northcentral","Highway/Road/Alley","Road/transit",NA,"Apparent Minor Injury","Acquaintance","21163"
"5578","AR0720100","P909W5HJU837",20090803,20030901,"FAYETTEVILLE                  ",75120,72,143,16,100,1,17,"female","white",0,"resident",21,"male","white",1,NA,1,2,"MultOff","11-15","No","20-30","Pop 25-100K","Known","Afternoon",0,0,"AR","West South Central","South","Residence/Home","Home","Personal Weapons (hands, feet, teeth, etc.)","Apparent Minor Injury","Acquaintance","03143"
"5579","MA0120300","VF-ND08-QTVS",20100826,20020901,"BROCKTON                      ",92383,12,23,14,100,1,17,"female","white",1,"resident",58,"male","black",1,0,1,1,"SingleVO","11-15","No",">50","Pop 25-100K","Known","Afternoon",1,1,"MA","New England","Northeast","Residence/Home","Home","Personal Weapons (hands, feet, teeth, etc.)","None","Acquaintance","20023"
"5580","WI0200100","8T0BKVQMQ2 N",20121001,20060101,"FOND DU LAC                   ",43319,20,39,17,100,1,5,"male","asian",NA,"resident",19,"male","asian",0,0,3,1,"MultVic","0-5","Yes","<20","Pop 25-100K","Known","Afternoon",0,0,"WI","East North Central","Northcentral","Residence/Home","Home","Personal Weapons (hands, feet, teeth, etc.)","None","Acquaintance","48039"
"5581","MI4143600","3F00W0MPK738",20091229,20020101,"GRAND RAPIDS                  ",192901,41,81,10,100,1,5,"female","black",NA,NA,36,"female","white",0,NA,1,1,"SingleVO","0-5","Yes","30-40","Pop 100-500K","Known","Morning",1,1,"MI","East North Central","Northcentral","Highway/Road/Alley","Road/transit","None/Other","None","Acquaintance","21081"
"5582","OHCLP0000","P909W50JHF39",20090601,20030101,"CLEVELAND                     ",429238,18,35,0,100,1,13,"female","black",NA,"resident",33,"male","black",1,NA,1,1,"SingleVO","11-15","No","30-40","Pop 100-500K","Known","Night",0,0,"OH","East North Central","Northcentral","Residence/Home","Home",NA,"None","Acquaintance","34035"
"5583","VA0860000","2W1M0-RNID1A",20111118,19980501,"SMYTH                         ",22864,87,173,19,100,1,16,"female","white",0,"resident",19,"male","white",1,0.1,1,1,"SingleVO","11-15","No","<20","Pop <25K","Known","Night",0,0,"VA","South Atlantic","South","Residence/Home","Home","Firearm (type not stated)","None","Acquaintance","45173"
"5584","VA1170000","0G0ZQ2F2IG0W",20090411,19990801,"NORFOLK                       ",235097,NA,NA,NA,100,1,0.5,"male","black",NA,"resident",26,"female","black",0,NA,1,1,"SingleVO","0-5","Yes","20-30","Pop 100-500K","Known",NA,0,0,"VA","South Atlantic","South","Residence/Home","Home","None/Other","None","Acquaintance","45 NA"
"5585","TN0190100","CI0AAFRR60 N",20080414,19991001,"NASHVILLE                     ",602181,NA,NA,23,100,1,15,"female","black",0,"resident",18,"male","black",1,0.1,1,3,"MultOff","11-15","No","<20","Pop >500K","Known","Night",0,0,"TN","East South Central","South","Residence/Home","Home","Handgun","Apparent Broken Bones","Acquaintance","41 NA"
"5586","OK0710300"," K0RJD1LZY4R",20080615,20080101,"GRANDFIELD                    ",956,71,141,17,100,0,14,"female","white",NA,"resident",20,"male","white",0,NA,1,1,"SingleVO","11-15","No","<20","Pop <25K","Known","Afternoon",0,0,"OK","West South Central","South","Residence/Home","Home","Personal Weapons (hands, feet, teeth, etc.)","None","Acquaintance","35141"
"5587","OHCLP0000","2W1H0UF Z4BO",20100521,20030101,"CLEVELAND                     ",426042,18,35,4,100,1,13,"female","black",NA,"resident",25,"male","black",1,1.1,1,1,"SingleVO","11-15","No","20-30","Pop 100-500K","Known","Early",0,0,"OH","East North Central","Northcentral","Residence/Home","Home","Personal Weapons (hands, feet, teeth, etc.)","None","Acquaintance","34035"
"5588","OHCLP0000","2W1M0UH2LG8O",20110922,20030101,"CLEVELAND                     ",397106,18,35,15,100,1,11,"male","black",0,"resident",47,"male","black",0,0,1,2,"MultOff","11-15","Yes","40-50","Pop 100-500K","Known","Afternoon",0,0,"OH","East North Central","Northcentral","Residence/Home","Home","None/Other","None","Acquaintance","34035"
"5589","VA0290100","0W8ML6720NKW",20080523,20000101,"FAIRFAX COUNTY PD             ",974142,30,59,1,100,1,17,"male","white",NA,NA,18,"male","white",0,0,1,1,"SingleVO","11-15","No","<20","Pop >500K","Known","Night",0,0,"VA","South Atlantic","South","Other/unknown","Unknown","None/Other","None","Acquaintance","45059"
"5590","KY0970100"," N01AARM72 N",20090315,20090101,"HAZARD                        ",4789,97,193,3,100,1,15,"female","white",0,"resident",21,"male","white",1,0,1,1,"SingleVO","11-15","No","20-30","Pop <25K","Known","Early",0,0,"KY","East South Central","South","Hotel/Motel/Etc.","Road/transit","None/Other","Apparent Minor Injury","Acquaintance","16193"
"5591","MT0390000","AV9KRD1AGMA4",20090623,20050322,"POWELL                        ",7024,39,77,23,100,1,14,"female","white",0,"resident",21,"male","white",0,NA,1,1,"SingleVO","11-15","No","20-30","Pop <25K","Known","Night",0,0,"MT","Mountain","West","Residence/Home","Home",NA,"None","Acquaintance","25077"
"5592","OR0300300"," D0B1EB-72 N",20080317,20041201,"PENDLETON                     ",16490,30,59,NA,100,1,8,"male","white",0,"resident",30,"female","white",0,NA,1,1,"SingleVO","6-10","Yes","20-30","Pop <25K","Known",NA,0,0,"OR","Pacific","West","Residence/Home","Home","Personal Weapons (hands, feet, teeth, etc.)","None","Acquaintance","36059"
"5593","SC0150100","8N040M3U72 N",20110828,19910101,"WALTERBORO                    ",5461,15,29,14,100,1,15,"male","white",0,"non-resident",44,"male","black",1,0,1,1,"SingleVO","11-15","No","40-50","Pop <25K","Known","Afternoon",1,1,"SC","South Atlantic","South","Service/Gas Station","Road/transit","None/Other","None","Acquaintance","39029"
"5594","CT0008500"," D0BRV3VS- N",20080312,19980101,"MONROE                        ",19415,1,1,13,100,1,17,"male","white",1,"resident",18,"male","white",1,1.9,1,1,"SingleVO","11-15","No","<20","Pop <25K","Known","Afternoon",0,0,"CT","New England","Northeast","Residence/Home","Home","Firearm (type not stated)","None","Acquaintance","06001"
