"","SEGMENT","STATE","ORI","INCNUM","INCDATE","B1006","B1007","B1009","B1010","B1011","B2005","B2006","B3024","V1006","V1007","V20061","V20071","V20111","V20171","V40181","V40191","V40201","V40221","V40261","V40311","V40321","V50071","V50081","V50091","V60081","agemax","targ1","target","time.arrest","VNumVG","VNumOG","V40181G","V50071G","B2005G","V40321G","V1007G"
"2115",1,21,"MI5205200","720DJBRVZC6-",20110418,19980101,"SP: MARQUETTE COUNTY          ",84,3,2,0,52,103,0,14,100,1,20,1,4,0,1,NA,1,4,5,28,1,1,NA,4,0,0,NA,"Single Victim","Single Offender","0-5","20-30",NA,"Parent","Afternoon"
"2116",1,21,"MI5205200","CT08A5HQUZ3S",20111222,19980101,"SP: MARQUETTE COUNTY          ",84,3,2,0,52,103,0,15,100,1,20,1,8,0,1,NA,1,1,5,45,0,1,NA,14,0,0,NA,"Multiple Victims","Single Offender","6-10","40-50",NA,"Parent","Afternoon"
"2117",1,21,"MI5205200","F30X04KOZU7I",20110118,19980101,"SP: MARQUETTE COUNTY          ",84,3,2,0,52,103,1,12,100,1,20,1,12,0,1,NA,1,2,5,41,1,1,NA,12,0,0,NA,"Multiple Victims","Single Offender","11-15","40-50",NA,"Parent","Morning"
"2118",1,21,"MI5249500"," I0MQ-F39U18",20110104,19970201,"ISHPEMING                     ",60,3,2,6465,52,103,0,0,100,1,20,1,5,0,1,0,1,1,5,25,0,1,NA,5,0,0,NA,"Single Victim","Single Offender","0-5","20-30","Pop <25K","Parent","Night"
"2119",1,21,"MI5315300"," I0MRVF3UF1X",20110629,19950101,"MASON                         ",83,3,2,19400,53,105,0,13,100,1,20,1,0.5,0,1,1,1,1,5,21,1,1,20110629,0.5,0,0,0,"Single Victim","Single Offender","0-5","20-30","Pop <25K","Parent","Afternoon"
"2120",1,21,"MI5354000","390JW5OZL62A",20110101,19950101,"LUDINGTON                     ",60,3,2,8070,53,105,1,12,100,1,20,1,13,0,1,1,1,1,5,36,1,1,NA,13,0,0,NA,"Single Victim","Single Offender","11-15","30-40","Pop <25K","Parent","Morning"
"2121",1,21,"MI5354000","CT00AEHPKP3S",20110629,19950101,"LUDINGTON                     ",60,3,2,8070,53,105,0,12,100,1,13,1,0.5,0,1,1,1,1,19,21,1,1,20110630,0.5,0,0,0.1,"Single Victim","Single Offender","0-5","20-30","Pop <25K","Known","Morning"
"2122",1,21,"MI5505500","1A045U728X0 ",20110630,19980101,"SP: MENOMINEE COUNTY          ",84,3,2,0,55,109,0,0,100,1,20,1,1,0,1,NA,1,2,5,26,1,1,NA,1,0,0,NA,"Single Victim","Single Offender","0-5","20-30",NA,"Parent","Night"
"2123",1,21,"MI5859000","1A0HPU726Y08",20110627,19950101,"MONROE                        ",50,3,2,20717,58,115,0,13,100,1,20,1,8,0,1,NA,1,1,16,57,0,1,NA,8,0,0,NA,"Single Victim","Single Offender","6-10",">50","Pop <25K","Known","Afternoon"
"2124",1,21,"MI5915900","390J45HZRD2 ",20110508,19960101,"MONTCALM                      ",82,3,2,46958,59,117,1,7,100,1,20,1,10,0,1,1,1,1,5,31,0,1,20110509,10,0,0,0.1,"Single Victim","Single Offender","6-10","30-40","Pop 25-100K","Parent","Morning"
"2125",1,21,"MI5915900","W50ZL72 314I",20111108,19960101,"MONTCALM                      ",82,3,2,46958,59,117,1,9,100,0,20,1,0.5,1,1,0,1,1,5,19,1,1,NA,0.5,0,0,NA,"Single Victim","Single Offender","0-5","<20","Pop 25-100K","Parent","Morning"
"2126",1,21,"MI6016000"," I0MQ-KPF71A",20110825,19950101,"MONTMORENCY                   ",84,3,2,9758,60,119,0,13,100,1,20,400,12,0,1,NA,1,1,5,34,0,1,NA,12,1,0,NA,"Single Victim","Single Offender","11-15","30-40","Pop <25K","Parent","Afternoon"
"2127",1,21,"MI6160300","CT02WEMP5Z3I",20110308,20000401,"MUSKEGON                      ",40,3,2,38372,61,121,1,11,100,1,20,1,1,1,1,1,1,1,NA,39,1,1,NA,1,0,0,NA,"Single Victim","Single Offender","0-5","30-40","Pop 25-100K",NA,"Morning"
"2128",1,21,"MI6160400","1A0JP-F2UX04",20111224,19950101,"MUSKEGON HEIGHTS              ",50,3,2,10848,61,121,1,13,100,1,20,1,4,1,2,1,1,1,5,27,1,2,NA,4,0,0,NA,"Single Victim","Single Offender","0-5","20-30","Pop <25K","Parent","Afternoon"
"2129",1,21,"MI6306300","9G0  OZL7V8B",20110811,19980101,"SP: OAKLAND COUNTY            ",94,3,2,0,63,125,0,12,100,1,11,1,4,0,1,NA,1,3,5,28,0,1,20111027,4,0,0,11,"Single Victim","Single Offender","0-5","20-30",NA,"Parent","Morning"
"2130",1,21,"MI6316300","1A1M0U73768I",20110920,19970101,"OAKLAND                       ",91,3,2,357881,63,125,0,16,100,1,20,400,13,0,2,0,1,1,5,33,0,2,NA,13,1,0,NA,"Multiple Victims","Single Offender","11-15","30-40","Pop 100-500K","Parent","Afternoon"
"2131",1,21,"MI6316300","1A1M0U73ZGJD",20110829,19970101,"OAKLAND                       ",91,3,2,357881,63,125,1,NA,100,1,20,400,7,0,1,1,1,1,5,38,0,1,NA,7,1,0,NA,"Single Victim","Single Offender","6-10","30-40","Pop 100-500K","Parent",NA
"2132",1,21,"MI6346500","1A1M0U7294KO",20110830,19960601,"HAZEL PARK                    ",50,3,2,16410,63,125,0,12,100,1,20,300,10,0,1,1,1,1,5,36,1,1,NA,11,2,1,NA,"Multiple Victims","Single Offender","6-10","30-40","Pop <25K","Parent","Morning"
"2133",1,21,"MI6346500","1A1M0U72970W",20110801,19960601,"HAZEL PARK                    ",50,3,2,16410,63,125,1,NA,100,1,20,NA,13,1,1,1,1,1,5,35,1,1,NA,13,0,0,NA,"Single Victim","Single Offender","11-15","30-40","Pop <25K","Parent",NA
"2134",1,21,"MI6346500","EM0-F28GJI5A",20111005,19960601,"HAZEL PARK                    ",50,3,2,16410,63,125,0,0,100,1,20,1,13,1,2,1,1,1,5,37,0,2,NA,14,0,0,NA,"Multiple Victims","Single Offender","11-15","30-40","Pop <25K","Parent","Night"
"2135",1,21,"MI6354700","1A1M0U729L84",20110704,19950301,"MADISON HEIGHTS               ",40,3,2,29672,63,125,0,19,100,0,13,400,13,0,1,1,1,1,25,34,1,1,NA,13,1,0,NA,"Multiple Victims","Single Offender","11-15","30-40","Pop 25-100K","Stranger","Night"
"2136",1,21,"MI6367300","1A1M0U728G2N",20110106,19970101,"PONTIAC                       ",30,3,2,59470,63,125,1,NA,100,0,53,400,14,0,1,1,1,1,14,28,1,1,NA,14,2,1,NA,"Single Victim","Single Offender","11-15","20-30","Pop 25-100K","Known",NA
"2137",1,21,"MI6367300","1A1M0U7292 D",20110408,19970101,"PONTIAC                       ",30,3,2,59470,63,125,0,20,100,1,13,NA,8,0,1,1,1,1,5,30,1,1,NA,8,0,0,NA,"Single Victim","Single Offender","6-10","20-30","Pop 25-100K","Parent","Night"
"2138",1,21,"MI6367300","1A1M0U72IXK ",20110727,19970101,"PONTIAC                       ",30,3,2,59470,63,125,0,22,100,0,13,121,13,0,2,1,1,1,14,22,0,1,NA,13,2,1,NA,"Multiple Victims","Multiple Offenders","11-15","20-30","Pop 25-100K","Known","Night"
"2139",1,21,"MI6367300","1A1M0U72U68I",20110601,19970101,"PONTIAC                       ",30,3,2,59470,63,125,0,18,100,1,20,1,4,1,1,0,1,1,5,28,0,1,NA,4,0,0,NA,"Single Victim","Single Offender","0-5","20-30","Pop 25-100K","Parent","Afternoon"
"2140",1,21,"MI6375100","1A1M0U72S4JN",20110822,19960501,"SOUTHFIELD                    ",30,3,2,71685,63,125,0,8,100,1,20,400,2,0,1,1,1,1,5,27,0,1,NA,5,1,0,NA,"Multiple Victims","Single Offender","0-5","20-30","Pop 25-100K","Parent","Morning"
"2141",1,21,"MI6378400","720NJBRYMD6U",20111031,19970101,"TROY                          ",30,3,2,80919,63,125,0,15,100,1,20,1,2,1,2,1,1,1,5,33,1,2,NA,2,0,0,NA,"Single Victim","Single Offender","0-5","30-40","Pop 25-100K","Parent","Afternoon"
"2142",1,21,"MI6380800","1A1M0U72826O",20110309,20000101,"WATERFORD TOWNSHIP            ",30,3,2,71653,63,125,0,15,100,1,20,NA,8,0,1,0,1,1,5,39,0,1,NA,8,0,0,NA,"Single Victim","Single Offender","6-10","30-40","Pop 25-100K","Parent","Afternoon"
"2143",1,21,"MI6416400","W51E46X 6J4A",20110819,19990101,"OCEANA                        ",83,3,2,20010,64,127,0,NA,100,1,20,1,10,0,1,NA,1,6,5,47,1,1,NA,10,0,0,NA,"Single Victim","Multiple Offenders","6-10","40-50","Pop <25K","Parent",NA
"2144",1,21,"MI6446200","1A4I40729N6 ",20110714,19960101,"HART                          ",70,3,2,2124,64,127,0,NA,100,1,20,1,10,0,1,NA,1,1,14,54,0,1,NA,10,0,0,NA,"Single Victim","Single Offender","6-10",">50","Pop <25K","Known",NA
"2145",1,21,"MI6506500","3902DKOZLV2F",20110218,19980101,"SP: OGEMAW COUNTY             ",84,3,2,0,65,129,1,NA,100,1,20,1,4,1,1,NA,1,4,5,21,0,1,NA,4,0,0,NA,"Multiple Victims","Single Offender","0-5","20-30",NA,"Parent",NA
"2146",1,21,"MI6706700","390T KOZLQ2A",20110315,19980101,"SP: OSCEOLA COUNTY            ",84,3,2,0,67,133,1,NA,100,1,20,300,3,1,1,NA,1,6,5,25,1,1,NA,3,2,1,NA,"Single Victim","Single Offender","0-5","20-30",NA,"Parent",NA
"2147",1,21,"MI6916900"," I0MQ-HCNL1A",20110909,19950101,"OTSEGO                        ",83,3,2,20504,69,137,1,13,100,1,20,1,11,1,1,NA,1,1,5,32,1,1,NA,11,0,0,NA,"Single Victim","Single Offender","11-15","30-40","Pop <25K","Parent","Afternoon"
"2148",1,21,"MI7017000","1A0HQKOV8G0W",20111226,19960101,"OTTAWA                        ",91,3,2,216472,70,139,1,17,100,1,20,1,9,1,1,0,1,1,5,30,1,1,NA,9,0,0,NA,"Multiple Victims","Single Offender","6-10","20-30","Pop 100-500K","Parent","Afternoon"
"2149",1,21,"MI7017000","CT00WNJWUF36",20110223,19960101,"OTTAWA                        ",91,3,2,216472,70,139,1,19,100,1,20,1,6,0,1,0,1,1,5,28,0,1,NA,6,0,0,NA,"Single Victim","Single Offender","6-10","20-30","Pop 100-500K","Parent","Night"
"2150",1,21,"MI7017000","TD0W54QK7296",20110812,19960101,"OTTAWA                        ",91,3,2,216472,70,139,1,8,100,1,20,1,11,1,1,0,1,1,5,37,0,1,NA,11,0,0,NA,"Multiple Victims","Single Offender","11-15","30-40","Pop 100-500K","Parent","Morning"
"2151",1,21,"MI7047400","CT00W8JYU73J",20110726,19950101,"HOLLAND                       ",40,3,2,26015,70,139,1,14,100,1,20,400,11,1,1,1,1,1,5,41,0,1,NA,11,1,0,NA,"Multiple Victims","Single Offender","11-15","40-50","Pop 25-100K","Parent","Afternoon"
"2152",1,21,"MI7346600","W51P4Q- IJI-",20110506,19980101,"RICHLAND TOWNSHIP             ",60,3,2,4141,73,145,0,15,100,0,13,NA,13,0,1,1,1,1,25,30,1,1,NA,13,0,0,NA,"Single Victim","Single Offender","11-15","20-30","Pop <25K","Stranger","Afternoon"
"2153",1,21,"MI7371700","F31G7W O6RSS",20110715,20000101,"SAGINAW                       ",30,3,2,51469,73,145,0,19,100,0,13,400,7,0,1,1,1,1,25,20,1,2,NA,7,1,0,NA,"Single Victim","Multiple Offenders","6-10","<20","Pop 25-100K","Stranger","Night"
"2154",1,21,"MI7371700","F31G7W OCMQX",20110623,20000101,"SAGINAW                       ",30,3,2,51469,73,145,0,17,100,1,20,NA,4,0,1,1,1,1,12,31,0,1,NA,4,0,0,NA,"Single Victim","Multiple Offenders","0-5","30-40","Pop 25-100K","Family","Afternoon"
"2155",1,21,"MI7371700","F31G7W OKUVC",20111122,20000101,"SAGINAW                       ",30,3,2,51469,73,145,0,12,100,1,20,400,4,1,2,1,1,1,5,25,1,2,NA,4,1,0,NA,"Single Victim","Single Offender","0-5","20-30","Pop 25-100K","Parent","Morning"
"2156",1,21,"MI7371700","F31G7W ORBS-",20111116,20000101,"SAGINAW                       ",30,3,2,51469,73,145,1,NA,100,1,13,400,13,0,1,0,1,1,25,30,1,2,NA,13,1,0,NA,"Single Victim","Single Offender","11-15","20-30","Pop 25-100K","Stranger",NA
"2157",1,21,"MI7371700","F31G7W ORBSI",20111116,20000101,"SAGINAW                       ",30,3,2,51469,73,145,0,17,100,1,20,400,2,1,NA,1,1,1,5,26,0,NA,NA,2,1,0,NA,"Single Victim","Single Offender","0-5","20-30","Pop 25-100K","Parent","Afternoon"
"2158",1,21,"MI7371700","F31G7W OYB6X",20110825,20000101,"SAGINAW                       ",30,3,2,51469,73,145,0,12,100,1,20,400,1,1,2,1,1,1,5,54,1,2,NA,1,1,0,NA,"Single Victim","Single Offender","0-5",">50","Pop 25-100K","Parent","Morning"
"2159",1,21,"MI7407400","1A0JLU729L0X",20110401,19980101,"SP: ST. CLAIR COUNTY          ",94,3,2,0,74,147,0,NA,100,1,20,1,3,1,1,NA,1,2,5,25,1,1,NA,3,0,0,NA,"Single Victim","Single Offender","0-5","20-30",NA,"Parent",NA
"2160",1,21,"MI7456200","720IJ4RVBV63",20110530,19990101,"MARYSVILLE                    ",60,3,2,9951,74,147,0,19,100,1,20,400,5,0,1,1,2,1,16,17,1,1,20110530,5,2,1,0,"Single Victim","Single Offender","0-5","<20","Pop <25K","Known","Night"
"2161",1,21,"MI7467600","W50PU6X NY4R",20110315,19960301,"PORT HURON                    ",40,3,2,30161,74,147,0,15,100,1,20,1,0.5,0,1,1,1,1,5,21,1,2,NA,0.5,0,0,NA,"Single Victim","Single Offender","0-5","20-30","Pop 25-100K","Parent","Afternoon"
"2162",1,21,"MI7507500","390K KOZUZ28",20110731,19980101,"SP: ST. JOSEPH COUNTY         ",84,3,2,0,75,149,0,15,100,1,20,1,1,1,1,NA,1,3,5,35,1,1,20110731,1,0,0,0,"Single Victim","Single Offender","0-5","30-40",NA,"Parent","Afternoon"
"2163",1,21,"MI7578000","TD0W5HPU8L94",20111109,19950101,"THREE RIVERS                  ",60,3,2,7805,75,149,1,13,100,1,53,400,6,0,1,NA,1,1,14,34,0,1,NA,6,1,0,NA,"Single Victim","Single Offender","6-10","30-40","Pop <25K","Known","Afternoon"
"2164",1,21,"MI7633600"," I0MRVF39719",20110225,19950101,"CROSWELL                      ",70,3,2,2445,76,151,0,17,100,0,13,1,13,0,1,1,2,1,NA,41,1,1,NA,13,1,0,NA,"Single Victim","Single Offender","11-15","40-50","Pop <25K",NA,"Afternoon"
"2165",1,21,"MI7755100","EM0U728NJW5A",20110117,20080101,"MANISTIQUE                    ",60,3,2,3095,77,153,0,8,100,1,20,1,1,0,1,NA,1,1,5,21,0,1,NA,1,0,0,NA,"Single Victim","Single Offender","0-5","20-30","Pop <25K","Parent","Morning"
"2166",1,21,"MI7807800","9G0WZOZL7S8B",20110614,19980101,"SP: SHIAWASSEE COUNTY         ",84,3,2,0,78,155,1,NA,100,1,20,1,13,0,1,NA,1,2,5,36,1,1,NA,13,0,0,NA,"Single Victim","Single Offender","11-15","30-40",NA,"Parent",NA
"2167",1,21,"MI7817800","1A0JP-F2L608",20110412,19960601,"SHIAWASSEE                    ",82,3,2,41157,78,155,1,11,100,1,5,1,2,0,1,0,1,1,5,32,1,1,20110624,2,0,0,10.4,"Single Victim","Single Offender","0-5","30-40","Pop 25-100K","Parent","Morning"
"2168",1,21,"MI7817800","390X45HZTO2S",20110713,19960601,"SHIAWASSEE                    ",82,3,2,41157,78,155,1,18,100,1,20,1,10,1,1,0,1,1,5,31,1,1,NA,10,0,0,NA,"Single Victim","Single Offender","6-10","30-40","Pop 25-100K","Parent","Afternoon"
"2169",1,21,"MI7817800","9G0 KHPLDC8T",20110805,19960601,"SHIAWASSEE                    ",82,3,2,41157,78,155,1,22,100,1,20,1,2,0,1,1,1,1,5,22,1,1,NA,2,0,0,NA,"Single Victim","Single Offender","0-5","20-30","Pop 25-100K","Parent","Night"
"2170",1,21,"MI7817800","EM0K739NTN5H",20111030,19960601,"SHIAWASSEE                    ",82,3,2,41157,78,155,1,16,100,1,8,1,10,0,1,1,1,1,5,29,0,1,NA,10,0,0,NA,"Single Victim","Single Offender","6-10","20-30","Pop 25-100K","Parent","Afternoon"
"2171",1,21,"MI7817800","TD085MQU839G",20110819,19960601,"SHIAWASSEE                    ",82,3,2,41157,78,155,1,12,100,0,12,1,5,0,1,0,1,1,NA,40,0,1,NA,5,0,0,NA,"Single Victim","Single Offender","0-5","30-40","Pop 25-100K",NA,"Morning"
"2172",1,21,"MI7817800","TD085MQUHL92",20110621,19960601,"SHIAWASSEE                    ",82,3,2,41157,78,155,1,12,100,1,20,1,2,0,1,0,1,1,7,44,0,1,NA,2,0,0,NA,"Multiple Victims","Single Offender","0-5","40-50","Pop 25-100K","Family","Morning"
"2173",1,21,"MI7833500","720TY4KVS-63",20110725,19950101,"CORUNNA                       ",60,3,2,3494,78,155,1,15,100,1,20,1,9,1,1,1,1,1,5,45,1,1,NA,9,0,0,NA,"Single Victim","Single Offender","6-10","40-50","Pop <25K","Parent","Afternoon"
"2174",1,21,"MI7864500","1A0JP-F27N0R",20111226,19980101,"OWOSSO                        ",50,3,2,15183,78,155,1,12,100,1,20,1,14,0,1,1,1,1,5,53,1,1,NA,14,0,0,NA,"Single Victim","Single Offender","11-15",">50","Pop <25K","Parent","Morning"
"2175",1,21,"MI7864500","F306JW5OYK72",20111011,19980101,"OWOSSO                        ",50,3,2,15183,78,155,1,23,100,1,20,400,5,0,1,1,1,1,5,27,0,1,NA,5,1,0,NA,"Single Victim","Single Offender","0-5","20-30","Pop <25K","Parent","Night"
"2176",1,21,"MI7929000","39102JOZURX8",20111112,19950101,"CARO                          ",60,3,2,4226,79,157,0,9,100,1,21,400,15,0,1,0,1,1,5,45,1,1,NA,15,1,0,NA,"Single Victim","Single Offender","11-15","40-50","Pop <25K","Parent","Morning"
"2177",1,21,"MI8008000","9G0O5OZLVC83",20110622,19980101,"SP: VAN BUREN COUNTY          ",94,3,2,0,80,159,0,NA,100,1,20,1,2,1,1,NA,1,3,7,39,0,1,NA,2,0,0,NA,"Single Victim","Single Offender","0-5","30-40",NA,"Family",NA
"2178",1,21,"MI8018000","CT00W5HP5R3J",20110606,19950101,"VAN BUREN                     ",92,3,2,55104,80,159,1,15,100,1,20,1,1,0,1,0,1,1,24,31,1,1,NA,1,0,0,NA,"Single Victim","Single Offender","0-5","30-40","Pop 25-100K","Known","Afternoon"
"2179",1,21,"MI8074700","F37Y64KOZU7Z",20110130,19960101,"SOUTH HAVEN                   ",60,3,2,4397,80,159,0,NA,100,1,20,1,2,0,NA,NA,1,2,5,28,1,2,NA,2,0,0,NA,"Single Victim","Single Offender","0-5","20-30","Pop <25K","Parent",NA
"2180",1,21,"MI8118100","W50PU6XFI94I",20111215,19950101,"WASHTENAW                     ",91,3,2,150876,81,161,0,8,100,1,20,1,3,0,1,1,1,1,5,40,1,1,NA,3,0,0,NA,"Single Victim","Single Offender","0-5","30-40","Pop 100-500K","Parent","Morning"
"2181",1,21,"MI8234300","1A1M0U726C8N",20110803,19980901,"DEARBORN                      ",30,3,2,98079,82,163,0,14,100,0,13,400,8,1,1,1,1,1,25,44,1,1,NA,8,1,0,NA,"Single Victim","Single Offender","6-10","40-50","Pop 25-100K","Stranger","Afternoon"
"2182",1,21,"MI8234300","1A1M0U72L26D",20110319,19980901,"DEARBORN                      ",30,3,2,98079,82,163,0,2,100,1,13,400,1,1,2,0,1,1,16,20,0,2,NA,1,1,0,NA,"Single Victim","Single Offender","0-5","<20","Pop 25-100K","Known","Early"
"2183",1,21,"MI8234300","1A1M0U72ZC O",20110712,19980901,"DEARBORN                      ",30,3,2,98079,82,163,0,0,100,1,13,1,15,1,2,0,1,1,25,48,1,2,20110712,15,0,0,0,"Single Victim","Single Offender","11-15","40-50","Pop 25-100K","Stranger","Night"
"2184",1,21,"MI8234400","1A1M0U728G0I",20110106,19950101,"DEARBORN HEIGHTS              ",30,3,2,57730,82,163,1,NA,100,0,13,NA,9,1,1,1,1,1,25,30,1,1,NA,9,0,0,NA,"Single Victim","Single Offender","6-10","20-30","Pop 25-100K","Stranger",NA
"2185",1,21,"MI8234400","1A1M0U729XKN",20110224,19950101,"DEARBORN HEIGHTS              ",30,3,2,57730,82,163,0,16,100,1,20,400,4,0,1,1,1,1,5,28,0,1,NA,4,1,0,NA,"Single Victim","Single Offender","0-5","20-30","Pop 25-100K","Parent","Afternoon"
"2186",1,21,"MI8234400","1A1M0U72I488",20110715,19950101,"DEARBORN HEIGHTS              ",30,3,2,57730,82,163,0,7,100,1,20,400,14,1,1,1,1,1,5,38,1,NA,NA,14,1,0,NA,"Single Victim","Single Offender","11-15","30-40","Pop 25-100K","Parent","Morning"
"2187",1,21,"MI8234900"," I1B1-FQ9F9A",20111003,20050101,"DETROIT                       ",12,3,2,713240,82,163,1,NA,100,1,53,400,3,0,2,0,1,1,14,23,0,2,NA,3,1,0,NA,"Single Victim","Multiple Offenders","0-5","20-30","Pop >500K","Known",NA
"2188",1,21,"MI8234900"," I1B1-HC9J08",20111021,20050101,"DETROIT                       ",12,3,2,713240,82,163,0,18,100,1,13,200,15,0,2,1,2,1,NA,35,1,2,NA,15,2,1,NA,"Single Victim","Multiple Offenders","11-15","30-40","Pop >500K",NA,"Afternoon"
"2189",1,21,"MI8234900"," I1B1-HH976G",20111025,20050101,"DETROIT                       ",12,3,2,713240,82,163,0,16,100,1,20,1,1,1,2,1,1,1,7,37,0,2,NA,1,0,0,NA,"Single Victim","Single Offender","0-5","30-40","Pop >500K","Family","Afternoon"
"2190",1,21,"MI8234900"," I1B1-SH979K",20110715,20050101,"DETROIT                       ",12,3,2,713240,82,163,0,19,100,1,20,1,5,1,2,1,1,1,5,39,0,2,NA,5,0,0,NA,"Single Victim","Single Offender","0-5","30-40","Pop >500K","Parent","Night"
"2191",1,21,"MI8234900"," I1B15S89F6K",20111214,20050101,"DETROIT                       ",12,3,2,713240,82,163,1,NA,100,1,20,1,11,1,2,1,1,1,12,42,0,2,NA,11,0,0,NA,"Single Victim","Single Offender","11-15","40-50","Pop >500K","Family",NA
"2192",1,21,"MI8234900"," I1B1VHO9G2G",20111125,20050101,"DETROIT                       ",12,3,2,713240,82,163,0,17,100,1,20,1,14,0,2,1,1,1,24,40,0,2,NA,14,0,0,NA,"Single Victim","Single Offender","11-15","30-40","Pop >500K","Known","Afternoon"
"2193",1,21,"MI8234900","1A1M0-7P87JO",20110103,20050101,"DETROIT                       ",12,3,2,713240,82,163,0,14,100,0,53,1,6,0,2,1,1,1,5,25,1,2,NA,6,0,0,NA,"Single Victim","Single Offender","6-10","20-30","Pop >500K","Parent","Afternoon"
"2194",1,21,"MI8234900","1A1M0-OU8GKI",20110129,20050101,"DETROIT                       ",12,3,2,713240,82,163,0,12,100,1,20,1,2,0,2,1,1,1,5,44,0,2,NA,2,0,0,NA,"Single Victim","Multiple Offenders","0-5","40-50","Pop >500K","Parent","Morning"
"2195",1,21,"MI8234900","1A1M027O86JX",20110420,20050101,"DETROIT                       ",12,3,2,713240,82,163,0,19,100,1,20,1,2,1,2,1,1,1,5,18,0,2,NA,2,0,0,NA,"Single Victim","Single Offender","0-5","<20","Pop >500K","Parent","Night"
"2196",1,21,"MI8234900","1A1M027P87J8",20110503,20050101,"DETROIT                       ",12,3,2,713240,82,163,0,17,100,1,11,1,1,1,2,0,1,1,5,17,1,2,NA,1,0,0,NA,"Single Victim","Single Offender","0-5","<20","Pop >500K","Parent","Afternoon"
"2197",1,21,"MI8234900","1A1M027P87XI",20110503,20050101,"DETROIT                       ",12,3,2,713240,82,163,0,17,100,0,13,1,11,0,2,1,1,1,25,30,1,1,NA,11,0,0,NA,"Multiple Victims","Single Offender","11-15","20-30","Pop >500K","Stranger","Afternoon"
"2198",1,21,"MI8234900","1A1M02O 87 X",20110523,20050101,"DETROIT                       ",12,3,2,713240,82,163,0,7,100,0,20,1,9,0,2,1,1,1,5,54,1,2,NA,9,0,0,NA,"Single Victim","Single Offender","6-10",">50","Pop >500K","Parent","Morning"
"2199",1,21,"MI8234900","1A1M02OO870N",20110526,20050101,"DETROIT                       ",12,3,2,713240,82,163,0,11,100,1,11,1,4,1,2,0,1,1,5,33,0,2,NA,4,0,0,NA,"Single Victim","Single Offender","0-5","30-40","Pop >500K","Parent","Morning"
"2200",1,21,"MI8234900","1A1M047386TW",20110701,20050101,"DETROIT                       ",12,3,2,713240,82,163,0,12,100,0,13,400,15,0,1,1,1,1,25,30,1,1,NA,15,2,1,NA,"Single Victim","Single Offender","11-15","20-30","Pop >500K","Stranger","Morning"
"2201",1,21,"MI8234900","1A1M04F287B4",20110710,20050101,"DETROIT                       ",12,3,2,713240,82,163,0,20,100,1,20,1,4,0,2,1,1,1,12,20,1,2,NA,4,0,0,NA,"Single Victim","Multiple Offenders","0-5","<20","Pop >500K","Family","Night"
"2202",1,21,"MI8234900","1A1M04FP8Y68",20110713,20050101,"DETROIT                       ",12,3,2,713240,82,163,0,18,100,1,13,120,13,0,2,1,1,1,24,17,1,2,20110713,13,2,1,0,"Single Victim","Multiple Offenders","11-15","<20","Pop >500K","Known","Afternoon"
"2203",1,21,"MI8234900","1A1M04FU86TR",20110717,20050101,"DETROIT                       ",12,3,2,713240,82,163,0,22,100,1,20,400,8,0,2,1,1,1,5,30,1,2,NA,8,1,0,NA,"Single Victim","Single Offender","6-10","20-30","Pop >500K","Parent","Night"
"2204",1,21,"MI8234900","1A1M04FU8NXO",20110719,20050101,"DETROIT                       ",12,3,2,713240,82,163,1,NA,100,1,20,1,3,1,2,1,1,1,24,30,1,2,NA,3,0,0,NA,"Single Victim","Single Offender","0-5","20-30","Pop >500K","Known",NA
"2205",1,21,"MI8234900","1A1M05FU86BD",20110319,20050101,"DETROIT                       ",12,3,2,713240,82,163,0,17,100,1,20,1,1,1,2,1,1,1,5,24,1,2,NA,1,0,0,NA,"Single Victim","Single Offender","0-5","20-30","Pop >500K","Parent","Afternoon"
"2206",1,21,"MI8234900","1A1M05FV8YBO",20110316,20050101,"DETROIT                       ",12,3,2,713240,82,163,0,18,100,1,20,400,1,1,2,1,1,1,14,23,0,2,20110316,1,1,0,0,"Single Victim","Single Offender","0-5","20-30","Pop >500K","Known","Afternoon"
"2207",1,21,"MI8234900","1A1M05FZ86B ",20110312,20050101,"DETROIT                       ",12,3,2,713240,82,163,0,16,100,1,20,1,3,1,2,1,1,1,24,31,1,2,NA,3,0,0,NA,"Single Victim","Single Offender","0-5","30-40","Pop >500K","Known","Afternoon"
"2208",1,21,"MI8234900","1A1M05FZ8N28",20110312,20050101,"DETROIT                       ",12,3,2,713240,82,163,1,NA,100,1,20,400,2,0,2,1,1,1,24,24,1,2,NA,2,1,0,NA,"Single Victim","Single Offender","0-5","20-30","Pop >500K","Known",NA
"2209",1,21,"MI8234900","1A1M05H3872O",20110331,20050101,"DETROIT                       ",12,3,2,713240,82,163,0,7,100,1,53,400,9,1,2,1,1,1,5,31,1,2,NA,9,1,0,NA,"Multiple Victims","Single Offender","6-10","30-40","Pop >500K","Parent","Morning"
"2210",1,21,"MI8234900","1A1M05OV8G2X",20110325,20050101,"DETROIT                       ",12,3,2,713240,82,163,0,22,100,1,13,120,14,0,2,1,1,1,25,23,1,4,NA,14,2,1,NA,"Single Victim","Single Offender","11-15","20-30","Pop >500K","Stranger","Night"
"2211",1,21,"MI8234900","1A1M06F28G6R",20110409,20050101,"DETROIT                       ",12,3,2,713240,82,163,0,18,100,1,20,1,9,0,2,1,1,1,5,26,1,2,NA,9,0,0,NA,"Multiple Victims","Single Offender","6-10","20-30","Pop >500K","Parent","Afternoon"
